Dia;Cuenta;Red Social;Tipo de publicacion;Enlace;Comentario;Tema principal;Mes
19-ago;tramitex.es;Instagram;Reel;https://www.instagram.com/tramitex.es/reel/DcOqh72orvZ/;Cuánto cuesta el trámite;;Agosto
18-ago;tramitex.es;Instagram;Reel;https://www.instagram.com/tramitex.es/reel/DcLdaChI1Jp/;Hola buenos días soy venezolana estoy casada con un español y me mandó a Venezuela y no quiere saber de mi 68 años se quedó con mis ropas zapatos y papeles de médico no se que puedo hacer;;Agosto
